1	1	1	1	819.36
1	1	1	10	817.253
1	1	1	11	807.701
1	1	1	12	799.702
1	1	1	13	807.201
1	1	1	14	814.666
1	1	1	15	810.286
1	1	1	16	809.709
1	1	1	17	811.084
1	1	1	18	809.123
1	1	1	19	809.438
1	1	1	2	810.695
1	1	1	20	807.771
1	1	1	21	810.277
1	1	1	22	819.363
1	1	1	23	810.436
1	1	1	24	810.452
1	1	1	25	802.297
1	1	1	26	803.924
1	1	1	27	806.457
1	1	1	28	806.327
1	1	1	29	809.923
1	1	1	3	804.037
1	1	1	30	806.163
1	1	1	31	815.487
1	1	1	32	813.29
1	1	1	33	815.116
1	1	1	34	809.155
1	1	1	35	808.327
1	1	1	36	807.399
1	1	1	4	810.971
1	1	1	5	803.272
1	1	1	6	809.723
1	1	1	7	806.717
1	1	1	8	808.48
1	1	1	9	810.377
1	1	2	1	815.961
1	1	2	10	792.119
1	1	2	11	811.635
1	1	2	12	815.378
1	1	2	13	815.116
1	1	2	14	813.356
1	1	2	15	813.148
1	1	2	16	812.493
1	1	2	17	809.838
1	1	2	18	815.431
1	1	2	19	815.388
1	1	2	2	813.355
1	1	2	20	813.777
1	1	2	21	809.17
1	1	2	22	816.626
1	1	2	23	809.83
1	1	2	24	814.157
1	1	2	25	815.027
1	1	2	26	813.757
1	1	2	27	814.832
1	1	2	28	812.858
1	1	2	29	813.129
1	1	2	3	818.977
1	1	2	30	814.516
1	1	2	31	811.935
1	1	2	32	813.681
1	1	2	33	816.742
1	1	2	34	811.443
1	1	2	35	814.978
1	1	2	36	817.801
1	1	2	4	814.425
1	1	2	5	810.075
1	1	2	6	812.357
1	1	2	7	809.596
1	1	2	8	817.978
1	1	2	9	813.238
1	1	3	1	819.711
1	1	3	10	807.584
1	1	3	11	815.12
1	1	3	12	809.494
1	1	3	13	804.159
1	1	3	14	813.698
1	1	3	15	815.993
1	1	3	16	805.914
1	1	3	17	807.987
1	1	3	18	812.299
1	1	3	19	816.26
1	1	3	2	818.488
1	1	3	20	809.62
