1458 D 1200 D 7583 822 -23613 0
1508 D 1250 D 7843 822 -23444 0
1458 D 1200 D 7583 822 -23714 0
1408 D 1400 D 7323 822 -23169 0
1358 D 1100 D 7063 822 -23808 0
1408 D 1250 D 7323 822 -23734 0
1358 D 1300 D 7063 822 -23841 0
1408 D 1250 D 7323 822 -23702 0
1458 D 1400 D 7583 822 -23419 0
1508 D 1450 D 7843 822 -23241 0
1458 D 1400 D 7583 822 -23306 0
1408 D 1250 D 7323 822 -23754 0
1258 D 1100 D 6543 822 -23805 0
1308 D 1150 D 6803 822 -23638 0
1558 D 1400 D 8103 822 -23627 0
1508 D 1350 D 7843 822 -23570 0
1458 D 1300 D 7583 822 -23631 0
1508 D 1350 D 7843 822 -23620 0
1458 D 1300 D 7583 822 -23665 0
1508 D 1350 D 7843 822 -23633 0
1458 D 1300 D 7583 822 -23424 0
1408 D 1250 D 7323 822 -23377 0
1358 D 1200 D 7063 822 -23571 0
1308 D 1250 D 6803 822 -23022 0
1258 D 1200 D 6543 822 -23618 0
1258 D 1250 D 6543 822 -23556 0
1458 D 1200 D 7583 822 -24285 0
1408 D 1250 D 7323 822 -23684 0
1358 D 1100 D 7063 822 -24296 0
1308 D 1250 D 6803 822 -23675 0
1258 D 1200 D 6543 822 -23665 0
1308 D 1250 D 6803 822 -23545 0
1558 D 1300 D 8103 822 -23689 0
1508 D 1250 D 7843 822 -23583 0
1458 D 1200 D 7583 822 -23658 0
1508 D 1250 D 7843 822 -23586 0
1100 D 1100 D 5720 820 -21631 0
900 D 900 D 4680 820 -21637 1
1350 D 1100 D 7020 820 -21675 0
1100 D 1000 D 5720 820 -21770 0
1100 D 900 D 5720 820 -21741 0
1100 D 800 D 5720 820 -21882 0
1000 D 800 D 5200 820 -21858 1
900 N 1000 D 4230 820 -21896 1
1350 D 1350 D 7020 820 -21399 0
1350 D 1350 D 7020 820 -21340 0
1200 D 1200 D 6240 820 -21338 0
1000 D 1000 D 5200 820 -21764 1
900 D 900 D 4680 820 -21713 1
800 D 700 N 4160 820 -21793 1
1350 D 1350 D 7020 820 -21236 0
1200 D 1200 D 6240 820 -21692 0
1200 D 1100 D 6240 820 -21635 0
1200 D 1200 D 6240 820 -21568 0
1100 D 1100 D 5720 820 -21585 0
900 D 900 D 4680 820 -21655 1
1350 D 1200 D 7020 820 -21446 0
1200 D 1100 D 6240 820 -21425 0
1100 D 1100 D 5720 820 -21459 0
1200 D 1100 D 6240 820 -21633 0
1100 D 1000 D 5720 820 -21623 0
900 N 800 D 4230 820 -21602 1
1350 D 1350 D 7020 820 -21759 0
1350 D 1200 D 7020 820 -21774 0
1200 D 1100 D 6240 820 -21717 0
1100 D 1100 D 5720 820 -21591 0
1100 D 1000 D 5720 820 -21726 0
800 D 800 D 4160 820 -21626 1
1350 D 1200 D 7020 820 -21607 0
1100 D 1100 D 5720 820 -21662 0
1100 D 1100 D 5720 820 -21677 0
1200 D 1100 D 6240 820 -21275 0
700 D 800 D 3640 820 -21553 1
700 D 700 D 3640 820 -21624 1
1100 D 900 N 5720 820 -21873 0
1000 D 800 D 5200 820 -21879 1
900 D 700 D 4680 820 -21840 1
800 D 700 D 4160 820 -21934 1
700 D 700 D 3640 820 -21992 1
800 D 800 D 4160 820 -22017 1
1200 D 1200 D 6240 820 -21454 0
1000 D 1100 D 5200 820 -21489 1
900 D 1000 D 4680 820 -21550 1
700 D 800 D 3640 820 -21908 1
700 D 700 D 3640 820 -21819 1
700 D 700 D 3640 820 -21836 1
1100 D 1100 D 5720 820 -21869 0
1000 N 1000 N 4700 820 -24261 1
900 N 900 N 4230 820 -21573 1
1000 N 900 N 4700 820 -21452 1
800 D 800 N 4160 820 -21765 1
700 D 700 D 3640 820 -21733 1
1100 D 1000 D 5720 820 -21609 0
900 N 900 N 4230 820 -21509 1
800 D 800 D 4160 820 -21578 1
1000 N 900 N 4700 820 -21776 1
800 D 700 D 4160 820 -21766 1
700 D 700 D 3640 820 -21730 1
1200 D 1100 D 6240 820 -21872 0
1000 D 900 D 5200 820 -21909 1
900 N 900 N 4230 820 -21857 1
900 D 800 D 4680 820 -21625 1
700 D 700 D 3640 820 -21822 1
700 D 700 D 3640 820 -21823 1
1100 D 1000 D 5720 820 -21709 0
900 N 900 N 4230 820 -21733 1
800 D 800 D 4160 820 -21681 1
900 N 900 N 4230 820 -21741 1
900 D 1100 N 4680 815 -21361 1
1000 D 1100 D 5200 815 -21578 0
1000 N 1100 N 4700 815 -21425 1
1000 D 1100 D 5200 815 -21568 0
1000 D 1250 D 5200 815 -21555 1
1000 D 1200 D 5200 815 -21599 1
1100 N 1250 N 5170 815 -21593 1
1100 D 1100 D 5720 815 -21435 0
900 N 1100 N 4230 815 -21336 1
1100 D 1100 D 5720 815 -21432 0
1100 N 1250 N 5170 815 -21132 1
900 D 1100 D 4680 815 -21216 1
1100 N 1100 N 5170 815 -21307 1
1100 D 1250 D 5720 815 -21677 0
1000 N 1100 N 4700 815 -21699 1
1100 D 1100 D 5720 815 -21887 0
900 N 1100 N 4230 815 -21360 1
1000 D 1100 D 5200 815 -21373 1
600 N 700 N 2820 820 -21317 1
800 N 1000 N 3760 820 -21232 1
1000 D 1100 N 5200 820 -21500 0
900 N 1000 N 4230 820 -21576 1
800 N 900 D 3760 820 -21434 1
700 N 800 N 3290 820 -21615 1
700 N 800 N 3290 820 -21465 1
700 N 700 N 3290 820 -21380 1
1100 D 1250 N 5720 820 -21562 0
1000 N 1250 N 4700 820 -21602 1
900 D 1100 D 4680 820 -21491 1
800 N 1000 N 3760 820 -21570 1
600 N 800 D 2820 820 -21481 1
600 N 700 N 2820 820 -21427 1
1100 N 1250 N 5170 820 -21436 1
1000 N 1100 N 4700 820 -21374 1
900 N 1000 D 4230 820 -21306 1
800 N 900 N 3760 820 -21542 1
600 N 700 N 2820 820 -21313 1
700 N 800 N 3290 820 -21318 1
1100 N 1250 N 5170 820 -21129 1
1000 N 1100 N 4700 820 -21121 1
900 D 1000 D 4680 820 -21095 1
700 N 800 N 3290 820 -21158 1
700 N 700 N 3290 820 -21209 1
600 D 800 D 3120 820 -21086 1
1100 N 1250 N 5170 820 -21745 1
1100 N 1100 N 5170 820 -21683 1
900 D 1000 D 4680 820 -21582 1
800 N 800 N 3760 820 -21688 1
700 N 700 N 3290 820 -21558 1
700 N 800 N 3290 820 -21565 1
1000 D 1100 N 5200 820 -21273 1
900 N 1000 N 4230 820 -21305 1
700 N 900 N 3290 820 -21261 1
700 N 800 N 3290 820 -21349 1
1000 N 1250 N 4700 815 -21650 1
1000 N 1100 N 4700 815 -21771 1
900 N 1000 N 4230 815 -21632 1
1000 N 1250 N 4700 815 -21667 1
1000 N 1250 N 4700 815 -21776 1
1000 N 1250 N 4700 815 -21750 1
1100 N 1250 N 5170 815 -21694 1
1000 N 1100 N 4700 815 -21447 1
900 N 1100 N 4230 815 -21416 1
1000 N 1250 N 4700 815 -21329 1
1000 N 1000 N 4700 815 -20497 1
1000 N 1000 N 4700 815 -20509 1
1100 N 1100 N 5170 815 -20515 1
1100 N 1000 N 5170 815 -21523 1
1100 N 1000 N 5170 815 -21534 1
1100 N 1100 N 5170 815 -21500 1
1000 N 1250 N 4700 815 -21619 1
1000 N 1250 N 4700 815 -21662 1
800 D 1000 D 4160 820 -21645 1
900 N 1100 N 4230 820 -21615 1
800 N 900 D 3760 820 -21641 1
600 N 800 N 2820 820 -21680 1
600 N 700 N 2820 820 -21523 1
700 N 600 N 3290 820 -21752 1
800 N 600 N 3760 820 -21588 1
900 N 800 N 4230 820 -21593 1
1000 D 1100 D 5200 820 -21731 1
800 N 1000 N 3760 820 -21740 1
700 D 800 D 3640 820 -21651 1
600 N 700 N 2820 820 -21770 1
600 N 700 D 2820 820 -21699 1
800 N 700 N 3760 820 -21668 1
900 D 1100 N 4680 820 -21343 1
800 N 1000 N 3760 820 -21419 1
700 N 800 N 3290 820 -21379 1
800 N 700 N 3760 820 -21599 1
600 N 900 N 2820 820 -21394 1
800 N 1000 N 3760 820 -21347 1
1000 D 900 D 5200 820 -20344 1
800 N 800 N 3760 820 -20352 1
700 N 700 N 3290 820 -20269 1
700 N 700 N 3290 820 -20363 1
900 D 800 N 4680 820 -20361 1
900 N 900 N 4230 820 -20354 1
900 D 900 D 4680 820 -21521 1
800 N 800 N 3760 820 -21277 1
700 N 700 N 3290 820 -21378 1
800 N 700 N 3760 820 -21589 1
800 N 700 N 3760 820 -21516 1
800 N 900 N 3760 820 -21627 1
700 N 900 N 3290 820 -21566 1
600 N 900 N 2820 820 -21503 1
600 N 900 N 2820 820 -21540 1
800 N 800 N 3760 820 -21626 1
1100 N 1250 D 5170 815 -21551 0
900 N 1000 D 4230 815 -21366 1
900 N 1000 N 4230 815 -21400 1
1000 N 1100 D 4700 815 -21403 1
1000 N 1100 N 4700 815 -21642 1
1000 N 1100 D 4700 815 -21605 1
1100 N 1250 D 5170 815 -21625 1
1000 N 1100 D 4700 815 -21409 1
1000 N 1100 N 4700 815 -21339 1
1100 N 1100 D 5170 815 -21359 1
900 N 1000 N 4230 815 -21511 1
900 N 1000 D 4230 815 -21442 1
900 N 1000 N 4230 815 -21453 1
1100 D 1250 D 5720 815 -21511 0
1100 N 1250 D 5170 815 -21622 1
1100 D 1250 D 5720 815 -21538 0
1100 N 1250 D 5170 815 -21553 1
1000 N 1250 D 4700 815 -21571 1
1508 D 1200 D 7843 822 -23547 0
1508 D 1250 D 7843 822 -23478 0
1458 D 1200 D 7583 822 -23617 0
1508 D 1150 D 7843 822 -23587 0
1358 D 1100 D 7063 822 -23766 0
1408 D 1250 D 7323 822 -23353 0
1358 D 1300 D 7063 822 -23577 0
1408 D 1250 D 7323 822 -23431 0
1458 D 1400 D 7583 822 -23936 0
1508 D 1450 D 7843 822 -23586 0
1458 D 1400 D 7583 822 -23768 0
1308 D 1150 D 6803 822 -23704 0
1258 D 1100 D 6543 822 -23769 0
1308 D 1150 D 6803 822 -23638 0
1558 D 1400 D 8103 822 -23812 0
1608 D 1500 D 8363 822 -23791 0
1458 D 1300 D 7583 822 -24052 0
1508 D 1350 D 7843 822 -23471 0
1458 D 1300 D 7583 822 -23529 0
1508 D 1350 D 7843 822 -23512 0
1458 D 1300 D 7583 822 -23462 0
1508 D 1350 D 7843 822 -23404 0
1358 D 1200 D 7063 822 -23466 0
1408 D 1250 D 7323 822 -23669 0
1258 D 1200 D 6543 822 -23550 0
1308 D 1250 D 6803 822 -23520 0
1358 D 1200 D 7063 822 -23796 0
1408 D 1250 D 7323 822 -23655 0
1408 D 1100 D 7323 822 -23726 0
1308 D 1250 D 6803 822 -23464 0
1308 D 1200 D 6803 822 -23560 0
1308 D 1150 D 6803 822 -23546 0
1558 D 1450 D 8103 822 -23752 0
1508 D 1250 D 7843 822 -23806 0
1458 D 1200 D 7583 822 -23924 0
1508 D 1250 D 7843 822 -23429 0
800 D 900 D 4160 820 -21512 1
1000 D 900 D 5200 820 -21432 1
1100 D 1000 D 5720 820 -21614 0
1000 D 800 D 5200 820 -21628 1
800 D 700 D 4160 820 -21659 1
900 D 1000 D 4680 820 -21500 1
800 D 900 D 4160 820 -21561 1
1000 D 1000 D 5200 820 -21568 1
