0  X  0  X  0  813  -15740  0
0  X  0  X  0  813  -15740  0
0  X  0  X  0  813  -15740  0
0  X  0  X  0  813  -15740  0
0  X  0  X  0  813  -15740  0
0  X  0  X  0  813  -15740  0
0  X  0  X  0  813  -15740  0
0  X  0  X  0  813  -15740  0
0  X  0  X  0  813  -15740  0
0  X  0  X  0  813  -15740  0
0  X  0  X  0  813  -15740  0
0  X  0  X  0  813  -15740  0
0  X  0  X  0  813  -15740  0
0  X  0  X  0  813  -15740  0
0  X  0  X  0  813  -15740  0
0  X  0  X  0  813  -15740  0
0  X  0  X  0  813  -15740  0
0  X  0  X  0  813  -15740  0
0  X  0  X  0  813  -15740  0
0  X  0  X  0  813  -15740  0
0  X  0  X  0  813  -15740  0
0  X  0  X  0  813  -15740  0
0  X  0  X  0  813  -15740  0
0  X  0  X  0  813  -15740  0
0  X  0  X  0  813  -15740  0
0  X  0  X  0  813  -15740  0
0  X  0  X  0  813  -15740  0
0  X  0  X  0  813  -15740  0
0  X  0  X  0  813  -15740  0
0  X  0  X  0  813  -15740  0
0  X  0  X  0  813  -15740  0
0  X  0  X  0  813  -15740  0
0  X  0  X  0  813  -15740  0
0  X  0  X  0  813  -15740  0
0  X  0  X  0  813  -15740  0
0  X  0  X  0  813  -15740  0
0  X  0  X  0  811  -16600  0
0  X  0  X  0  811  -16600  0
0  X  0  X  0  811  -16600  0
0  X  0  X  0  811  -16600  0
0  X  0  X  0  811  -16600  0
0  X  0  X  0  811  -16600  0
0  X  0  X  0  811  -16600  0
0  X  0  X  0  811  -16600  0
0  X  0  X  0  811  -16600  0
0  X  0  X  0  811  -16600  0
0  X  0  X  0  811  -16600  0
0  X  0  X  0  811  -16600  0
0  X  0  X  0  811  -16600  0
0  X  0  X  0  811  -16600  0
0  X  0  X  0  811  -16600  0
0  X  0  X  0  811  -16600  0
0  X  0  X  0  811  -16600  0
0  X  0  X  0  811  -16600  0
0  X  0  X  0  811  -16600  0
0  X  0  X  0  811  -16600  0
0  X  0  X  0  811  -16600  0
0  X  0  X  0  811  -16600  0
0  X  0  X  0  811  -16600  0
0  X  0  X  0  811  -16600  0
0  X  0  X  0  811  -16600  0
0  X  0  X  0  811  -16600  0
0  X  0  X  0  811  -16600  0
0  X  0  X  0  811  -16600  0
0  X  0  X  0  811  -16600  0
0  X  0  X  0  811  -16600  0
0  X  0  X  0  811  -16600  0
0  X  0  X  0  811  -16600  0
0  X  0  X  0  811  -16600  0
0  X  0  X  0  811  -16600  0
0  X  0  X  0  811  -16600  0
0  X  0  X  0  811  -16600  0
0  X  0  X  0  810  -17420  0
0  X  0  X  0  810  -17420  0
0  X  0  X  0  810  -17420  0
0  X  0  X  0  810  -17420  0
0  X  0  X  0  810  -17420  0
