0  X  0  X  0  618  -15520  0
0  X  0  X  0  618  -15520  0
0  X  0  X  0  618  -15520  0
0  X  0  X  0  618  -15520  0
0  X  0  X  0  618  -15520  0
0  X  0  X  0  618  -15520  0
0  X  0  X  0  618  -15520  0
0  X  0  X  0  618  -15520  0
0  X  0  X  0  618  -15520  0
0  X  0  X  0  618  -15520  0
0  X  0  X  0  618  -15520  0
0  X  0  X  0  618  -15520  0
0  X  0  X  0  618  -15520  0
0  X  0  X  0  618  -15520  0
0  X  0  X  0  618  -15520  0
0  X  0  X  0  618  -15520  0
0  X  0  X  0  618  -15520  0
0  X  0  X  0  618  -15520  0
0  X  0  X  0  618  -15520  0
0  X  0  X  0  618  -15520  0
0  X  0  X  0  618  -15520  0
0  X  0  X  0  618  -15520  0
0  X  0  X  0  618  -15520  0
0  X  0  X  0  618  -15520  0
0  X  0  X  0  618  -15520  0
0  X  0  X  0  618  -15520  0
0  X  0  X  0  618  -15520  0
0  X  0  X  0  618  -15520  0
0  X  0  X  0  618  -15520  0
0  X  0  X  0  618  -15520  0
0  X  0  X  0  618  -15520  0
0  X  0  X  0  618  -15520  0
0  X  0  X  0  618  -15520  0
0  X  0  X  0  618  -15520  0
0  X  0  X  0  618  -15520  0
0  X  0  X  0  618  -15520  0
0  X  0  X  0  630  -16400  0
0  X  0  X  0  630  -16400  0
0  X  0  X  0  630  -16400  0
0  X  0  X  0  630  -16400  0
0  X  0  X  0  630  -16400  0
0  X  0  X  0  630  -16400  0
0  X  0  X  0  630  -16400  0
0  X  0  X  0  630  -16400  0
0  X  0  X  0  630  -16400  0
0  X  0  X  0  630  -16400  0
0  X  0  X  0  630  -16400  0
0  X  0  X  0  630  -16400  0
0  X  0  X  0  630  -16400  0
0  X  0  X  0  630  -16400  0
0  X  0  X  0  630  -16400  0
0  X  0  X  0  630  -16400  0
0  X  0  X  0  630  -16400  0
0  X  0  X  0  630  -16400  0
0  X  0  X  0  630  -16400  0
0  X  0  X  0  630  -16400  0
0  X  0  X  0  630  -16400  0
0  X  0  X  0  630  -16400  0
0  X  0  X  0  630  -16400  0
0  X  0  X  0  630  -16400  0
0  X  0  X  0  630  -16400  0
