320 700 D 700 D 3640 835 -21744 1
321 1100 D 1100 D 5720 834 -21973 0
322 1000 D 1000 D 5200 834 -21913 1
323 900 D 900 D 4680 837 -21778 1
324 1000 D 900 N 5200 841 -21642 1
325 800 D 800 D 4160 828 -21603 1
326 700 D 700 N 3640 836 -21667 1
327 1100 D 1000 N 5720 834 -21640 0
328 900 D 900 N 4680 826 -21523 1
329 800 D 800 D 4160 828 -21576 1
330 1000 N 900 N 4700 827 -21608 1
331 800 D 700 N 4160 839 -21522 1
332 800 D 800 D 4160 838 -21515 1
333 1200 D 1100 D 6240 841 -21760 0
334 1100 D 900 N 5720 837 -21752 0
335 1000 D 900 N 5200 832 -21795 1
336 1000 N 800 D 4700 831 -21711 1
337 700 D 700 N 3640 832 -21631 1
338 700 D 700 N 3640 828 -21782 1
339 1100 D 1000 N 5720 843 -21773 0
340 1100 D 900 N 5720 837 -21801 0
341 800 D 800 D 4160 829 -21802 1
342 1100 D 900 N 5720 834 -21660 0
343 900 N 1250 N 4230 821 -20319 1
344 900 N 1100 N 4230 821 -20114 1
345 900 D 1100 N 4680 823 -20445 1
346 900 N 1100 N 4230 829 -20423 1
347 1000 D 1250 N 5200 825 -22479 1
348 1000 N 1250 N 4700 823 -20017 1
349 1000 N 1250 N 4700 822 -20075 1
350 1000 N 1250 N 4700 821 -20275 1
351 900 D 1250 N 4680 826 -20262 1
352 1000 N 1100 N 4700 822 -20403 1
353 1100 N 1250 N 5170 823 -22846 1
354 1000 N 1250 N 4700 818 -20286 1
355 1100 N 1250 N 5170 823 -22749 1
356 1100 N 1250 N 5170 823 -23178 1
357 1100 N 1250 N 5170 824 -23021 1
358 1100 N 1250 D 5170 820 -22539 1
359 1000 D 1250 N 5200 820 -22623 1
360 1000 N 1250 D 4700 817 -20226 1
361 800 D 1000 N 4160 825 -21378 1
362 1000 N 1100 N 4700 834 -21489 1
363 800 N 900 D 3760 827 -21527 1
364 600 N 800 N 2820 847 -21540 1
365 600 N 700 N 2820 832 -21471 1
366 600 N 600 N 2820 829 -21657 1
367 800 N 600 N 3760 828 -21560 1
368 800 N 700 D 3760 828 -21571 1
369 900 D 1100 N 4680 836 -21163 1
370 800 N 1000 N 3760 832 -21244 1
371 700 N 900 D 3290 829 -21059 1
372 600 N 700 D 2820 838 -21299 1
373 700 N 700 N 3290 836 -21207 1
374 800 N 800 N 3760 837 -21291 1
375 900 D 1100 D 4680 829 -21494 1
376 900 N 1000 N 4230 832 -21579 1
377 700 C 800 N 4230 833 -22092 1
378 800 N 700 D 3760 839 -21628 1
379 600 N 900 N 2820 840 -21472 1
380 900 N 1000 N 4230 836 -21434 1
381 1000 D 1100 N 5200 831 -21499 1
382 800 N 900 N 3760 836 -21462 1
383 700 N 800 N 3290 830 -21382 1
384 700 D 800 N 3640 834 -21436 1
385 900 D 900 D 4680 824 -21448 1
386 900 N 1000 N 4230 826 -21389 1
387 900 D 1000 D 4680 845 -21595 1
388 800 N 900 N 3760 828 -21590 1
389 700 N 800 N 3290 827 -21544 1
390 800 N 900 N 3760 822 -21628 1
391 800 N 900 D 3760 834 -21593 1
392 800 N 1000 N 3760 836 -21561 1
393 700 N 900 N 3290 836 -21467 1
394 800 N 900 N 3760 831 -21337 1
395 600 N 900 N 2820 842 -21523 1
396 900 N 1000 N 4230 839 -21477 1
397 1000 N 1250 N 4700 820 -20427 1
398 1000 D 1100 D 5200 824 -22755 1
399 1000 N 1100 N 4700 817 -20149 1
400 1000 D 1250 D 5200 819 -22993 1
401 1100 N 1250 N 5170 818 -23040 1
402 1000 D 1250 D 5200 818 -23114 1
403 1100 N 1250 N 5170 820 -23053 1
404 900 D 1100 D 4680 840 -20230 1
405 900 N 1100 N 4230 826 -20010 1
406 1000 D 1000 D 5200 820 -22604 1
407 1000 N 1000 N 4700 818 -20393 1
408 1000 D 1000 D 5200 817 -22924 1
409 1000 N 1100 N 4700 816 -20348 1
410 1100 D 1000 D 5720 819 -20191 0
411 1100 N 1000 N 5170 821 -22989 1
412 1100 D 1100 D 5720 823 -20315 0
413 1000 N 1100 N 4700 821 -20298 1
414 900 D 1100 D 4680 820 -20418 1
415 600 N 700 N 2820 829 -21338 1
416 700 N 800 N 3290 838 -21449 1
417 1100 N 1250 N 5170 831 -21290 1
418 900 N 1100 N 4230 848 -21652 1
419 800 N 1000 N 3760 834 -21295 1
