1458 D 1200 D 7583 833 -23613 0
1508 D 1250 D 7843 830 -23229 0
1458 D 1200 D 7583 838 -23601 0
1408 D 1400 D 7323 831 -23081 0
1358 D 1100 D 7063 840 -23576 0
1408 D 1250 D 7323 834 -23560 0
1358 D 1300 D 7063 836 -23723 0
1408 D 1250 D 7323 834 -23660 0
1458 D 1400 D 7583 833 -23187 0
1508 D 1450 D 7843 826 -23104 0
1458 D 1400 D 7583 835 -23181 0
1408 D 1250 D 7323 844 -23566 0
1258 D 1100 D 6543 835 -23660 0
1308 D 1150 D 6803 828 -23496 0
1558 D 1400 D 8103 831 -23621 0
1508 D 1350 D 7843 832 -23467 0
1458 D 1300 D 7583 832 -23533 0
1508 D 1350 D 7843 831 -23500 0
1458 D 1300 D 7583 832 -23538 0
1508 D 1350 D 7843 835 -23486 0
1458 D 1300 D 7583 832 -23306 0
1408 D 1250 D 7323 823 -23247 0
1358 D 1200 D 7063 831 -23396 0
1308 D 1250 D 6803 832 -22895 0
1258 D 1200 D 6543 841 -23461 0
1258 D 1250 D 6543 839 -23704 0
1458 D 1200 D 7583 836 -24263 0
1408 D 1250 D 7323 835 -23656 0
1358 D 1100 D 7063 832 -24183 0
1308 D 1250 D 6803 835 -23518 0
1258 D 1200 D 6543 825 -23558 0
1308 D 1250 D 6803 829 -23400 0
1558 D 1300 D 8103 830 -23443 0
1508 D 1250 D 7843 833 -23489 0
1458 D 1200 D 7583 834 -23436 0
1508 D 1250 D 7843 833 -23448 0
1100 D 1100 D 5720 822 -21513 0
900 D 900 D 4680 826 -21533 1
1350 D 1100 D 7020 827 -21549 0
1100 D 1000 D 5720 824 -21630 0
1100 D 900 D 5720 829 -21409 0
1100 D 800 D 5720 826 -21752 0
1000 D 800 D 5200 827 -21742 1
900 N 1000 D 4230 821 -21796 1
1350 D 1350 D 7020 825 -21284 0
1350 D 1350 D 7020 840 -21340 0
1200 D 1200 D 6240 827 -21198 0
1000 D 1000 D 5200 824 -21678 1
900 D 900 D 4680 822 -21592 1
800 D 700 N 4160 823 -21720 1
1350 D 1350 D 7020 824 -21081 0
1200 D 1200 D 6240 825 -21570 0
1200 D 1100 D 6240 828 -21490 0
1200 D 1200 D 6240 824 -21484 0
1100 D 1100 D 5720 823 -21516 0
900 D 900 D 4680 825 -21507 1
1350 D 1200 D 7020 827 -21351 0
1200 D 1100 D 6240 822 -21351 0
1100 D 1100 D 5720 828 -21347 0
1200 D 1100 D 6240 824 -21516 0
1100 D 1000 D 5720 814 -21517 0
900 N 800 D 4230 825 -21534 1
1350 D 1350 D 7020 823 -21668 0
1350 D 1200 D 7020 826 -21677 0
1200 D 1100 D 6240 825 -21647 0
1100 D 1100 D 5720 823 -21488 0
1100 D 1000 D 5720 826 -21611 0
800 D 800 D 4160 825 -21482 1
1350 D 1200 D 7020 823 -21491 0
1100 D 1100 D 5720 826 -21516 0
1100 D 1100 D 5720 821 -21543 0
1200 D 1100 D 6240 821 -21191 0
700 D 800 D 3640 825 -21427 1
700 D 700 D 3640 824 -21491 1
1100 D 900 N 5720 827 -21798 0
1000 D 800 D 5200 828 -21777 1
900 D 700 D 4680 836 -21749 1
800 D 700 D 4160 829 -21853 1
700 D 700 D 3640 828 -21860 1
800 D 800 D 4160 836 -21930 1
1200 D 1200 D 6240 834 -21285 0
1000 D 1100 D 5200 837 -21353 1
900 D 1000 D 4680 823 -21262 1
700 D 800 D 3640 829 -21787 1
700 D 700 D 3640 835 -21664 1
700 D 700 D 3640 833 -21767 1
1100 D 1100 D 5720 828 -21707 0
1000 N 1000 N 4700 832 -24159 1
900 N 900 N 4230 829 -21418 1
1000 N 900 N 4700 825 -21390 1
800 D 800 N 4160 829 -21639 1
700 D 700 D 3640 828 -21658 1
1100 D 1000 D 5720 827 -21514 0
900 N 900 N 4230 826 -21444 1
800 D 800 D 4160 835 -21462 1
1000 N 900 N 4700 827 -21745 1
800 D 700 D 4160 832 -21664 1
700 D 700 D 3640 826 -21622 1
1200 D 1100 D 6240 830 -21761 0
1000 D 900 D 5200 831 -21797 1
900 N 900 N 4230 833 -21771 1
900 D 800 D 4680 832 -21492 1
700 D 700 D 3640 824 -21713 1
700 D 700 D 3640 828 -21656 1
1100 D 1000 D 5720 847 -21543 0
900 N 900 N 4230 831 -21574 1
800 D 800 D 4160 826 -21542 1
900 N 900 N 4230 834 -21582 1
900 D 1100 N 4680 818 -22570 1
1000 D 1100 D 5200 830 -20188 0
1000 N 1100 N 4700 826 -22755 1
1000 D 1100 D 5200 821 -20118 0
1000 D 1250 D 5200 816 -22957 1
1000 D 1200 D 5200 824 -22993 1
1100 N 1250 N 5170 825 -22752 1
1100 D 1100 D 5720 820 -20260 0
900 N 1100 N 4230 822 -19972 1
1100 D 1100 D 5720 820 -20103 0
1100 N 1250 N 5170 824 -22283 1
900 D 1100 D 4680 822 -22582 1
1100 N 1100 N 5170 818 -22368 1
1100 D 1250 D 5720 819 -20331 0
1000 N 1100 N 4700 820 -22783 1
1100 D 1100 D 5720 826 -20531 0
900 N 1100 N 4230 817 -22658 1
1000 D 1100 D 5200 824 -22474 1
600 N 700 N 2820 834 -21270 1
800 N 1000 N 3760 827 -21192 1
1000 D 1100 N 5200 825 -21432 0
900 N 1000 N 4230 813 -21517 1
800 N 900 D 3760 825 -21397 1
700 N 800 N 3290 823 -21536 1
700 N 800 N 3290 826 -21428 1
700 N 700 N 3290 829 -21302 1
1100 D 1250 N 5720 826 -21470 0
1000 N 1250 N 4700 819 -21481 1
900 D 1100 D 4680 828 -21417 1
800 N 1000 N 3760 829 -21503 1
600 N 800 D 2820 827 -21426 1
600 N 700 N 2820 828 -21345 1
1100 N 1250 N 5170 830 -21356 1
1000 N 1100 N 4700 825 -21330 1
900 N 1000 D 4230 826 -21310 1
800 N 900 N 3760 830 -21474 1
600 N 700 N 2820 808 -21229 1
700 N 800 N 3290 820 -21251 1
1100 N 1250 N 5170 831 -21039 1
1000 N 1100 N 4700 822 -21028 1
900 D 1000 D 4680 830 -21009 1
700 N 800 N 3290 828 -21056 1
700 N 700 N 3290 827 -21126 1
600 D 800 D 3120 830 -21003 1
1100 N 1250 N 5170 825 -21640 1
1100 N 1100 N 5170 828 -21651 1
900 D 1000 D 4680 822 -21531 1
800 N 800 N 3760 822 -21620 1
700 N 700 N 3290 835 -21558 1
700 N 800 N 3290 828 -21494 1
1000 D 1100 N 5200 829 -21159 1
900 N 1000 N 4230 810 -21200 1
700 N 900 N 3290 821 -21164 1
700 N 800 N 3290 829 -21312 1
1000 N 1250 N 4700 818 -22955 1
1000 N 1100 N 4700 820 -22994 1
